,name,text,url,follower_num
1232,Douglas Stephens,RT @JacobAWohl: I'm convinced that Justin Trudeau is actually just Barack Obama wearing a costume,https://pbs.twimg.com/profile_images/859404268457033728/DFApmbmB_normal.jpg,1802
1754,Douglas Stephens,@BreitbartNews A picture of Obama's and hillary's favorite decirations.,https://pbs.twimg.com/profile_images/859404268457033728/DFApmbmB_normal.jpg,1802
1517,Dominique,RT @funder: WATCH: President Obama say #MerryChristmas 17 times over the years. RT if you wish he were still President. 🎅🎄 https://t.co/ATn…,https://pbs.twimg.com/profile_images/934934967234293760/28EBgqAn_normal.jpg,1799
435,Roxanne,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/924025002797817856/k4MOwUfC_normal.jpg,1788
36,🌈M. L. Owen🏳️‍🌈,"RT @tnewtondunn: Excl: Government urges Prince Harry not to invite Obama to his wedding for fear of infuriating Trump;
https://t.co/y7HhWzx…",https://pbs.twimg.com/profile_images/742496625252306944/E6prFtRO_normal.jpg,1787
12,🌈M. L. Owen🏳️‍🌈,"RT @EleanorRylance: @BiggusDiggus @tnewtondunn Furthermore, he must say “family &amp; close friends only” and then invite Obama.",https://pbs.twimg.com/profile_images/742496625252306944/E6prFtRO_normal.jpg,1787
2010,Alexander Peresviet,RT @N1snipe_rv: Which Hollywood actor will play Obama story. Born in Kenya to a Muslim father. Wild college years as mediocre student in Ch…,https://pbs.twimg.com/profile_images/460476446536781825/E0kiZAuZ_normal.jpeg,1785
1743,American Consumer,RT @adamentous: Obama asked the CIA to plan a half-dozen covert operations against Russia under a secret global cyber “finding.” When Trump…,https://pbs.twimg.com/profile_images/545966878636519425/7TJmEjO7_normal.jpeg,1784
1994,American Consumer,RT @MontyBoa99: @Coxyolada @MuellerTimes @realDonaldTrump @IsraelUSAforevr @BarackObama @JustinTrudeau Trump's Admin in his first 9 months…,https://pbs.twimg.com/profile_images/545966878636519425/7TJmEjO7_normal.jpeg,1784
2019,Brittany 🍯,RT @GreyMatterrs: I hate twitter https://t.co/mFOAWv4vZc,https://pbs.twimg.com/profile_images/933912669404454912/H5bymO2N_normal.jpg,1751
44,Deplorable Pat,"RT @thebradfordfile: HAPPY HOLIDAYS Barack Obama.

It's CHRISTMAS in Trump Land. 😎",https://pbs.twimg.com/profile_images/927374449648787456/pRfYA1K8_normal.jpg,1745
885,MDMroczkowski,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/940991907483848704/QtT7Vz8q_normal.jpg,1729
955,Merlin,"RT @LandisWeaver: I miss them so much, a good reminder that they haven't left the country, just the office https://t.co/X2xeK4tmRx",https://pbs.twimg.com/profile_images/854499965174915072/8YbOLTx6_normal.jpg,1725
1463,Lil Juicy Vert,RT @kylegriffin1: Bold move for Obama to say Merry Christmas after banning it for so many years. https://t.co/HfAPkEYp6x,https://pbs.twimg.com/profile_images/939291606951198721/3zs7-ni5_normal.jpg,1709
1731,Lil Juicy Vert,Lmfao y’all are so fucking stupid https://t.co/a7QtVHly3J,https://pbs.twimg.com/profile_images/939291606951198721/3zs7-ni5_normal.jpg,1709
1490,Lil Juicy Vert,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/939291606951198721/3zs7-ni5_normal.jpg,1709
1856,Dylan J. Smith,It tells you everything you need to know about the validity of her regular arguments https://t.co/EApqBj1WiG,https://pbs.twimg.com/profile_images/942616461591359488/GzAO0oTN_normal.jpg,1703
1833,Ruth Ennis,"RT @MJBodary: @evicerated1 @FiveRights @WayneJ28791698 Billions missing from Pentagon, State Dept, HUD...to name a few, and he gave billion…",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1702
1342,Brenda Johnson,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/517947960613945344/tIfi5BKF_normal.jpeg,1697
1417,Margie Kay,"RT @murphtoday: More proof that the Sessions 'bashers' need to give it some time.
Jeff Sessions Puts an End to Obama-Era Justice Department…",https://pbs.twimg.com/profile_images/938887445223002117/bds9rRQs_normal.jpg,1692
202,🌹KB#SaluteToService,"RT @iluvspringtime: Famous Actor Calls Out Obama:  ""He’s a Muslim."" https://t.co/SI9Fs3A7Ag",https://pbs.twimg.com/profile_images/894249115239858176/66OzDhkr_normal.jpg,1685
1086,Nancy Dobson,RT @DeplorableNews: Obama's Peace Prize in Jeopardy After Hezbollah Scandal https://t.co/2bbzouXlfM https://t.co/KJAKMBPpDp,https://pbs.twimg.com/profile_images/871781162871554048/B84wYExW_normal.jpg,1678
1957,Alle G. 🍃,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/936602670701330432/-3bkNj06_normal.jpg,1673
1355,Zainab♡,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/724991521024540673/p1dgonq4_normal.jpg,1672
1430,Zainab♡,"RT @adamcbest: Barack Obama said Merry Christmas every single effing year. 

There was no War on Christmas during Obama’s two terms.

But t…",https://pbs.twimg.com/profile_images/724991521024540673/p1dgonq4_normal.jpg,1672
825,ngwena💅🏾,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/896502494330793985/00KbIMT8_normal.jpg,1669
867,Sami Kuisma,RT @JudicialWatch: Judicial Watch filed a FOIA lawsuit w/ DOJ &amp; NSA for info on the Obama White House's role in the unprecedented targeting…,https://pbs.twimg.com/profile_images/672047803741413376/VMfUXoAj_normal.jpg,1665
1219,__TR3V,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/540458633562046464/sh0Y4vI2_normal.jpeg,1663
1372,The Old Mechanic,"RT @SusanNow3: I will post this EVERYDAY till Trump is gone-
""He is Not my President and I will give him the same respect he gave Obama-non…",https://pbs.twimg.com/profile_images/808476075881730048/WF5bHCJO_normal.jpg,1654
840,crazyuncledonald,RT @TheRickyDavila: President Obama bringing Christmas presents to children this holiday season without the need for praise or gratitude is…,https://pbs.twimg.com/profile_images/940561940476190720/wY49P6G6_normal.jpg,1653
1998,SoulSnatcher ™,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/940571636880826369/NLXKS4OT_normal.jpg,1635
1144,Nazanin,RT @funder: WATCH: President Obama say #MerryChristmas 17 times over the years. RT if you wish he were still President. 🎅🎄 https://t.co/ATn…,https://pbs.twimg.com/profile_images/668971647580303361/yrwlwYtI_normal.jpg,1633
1192,Mo❣,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/926319811973525504/Njc3apTX_normal.jpg,1626
1003,morgan,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/945102396778254336/ZbFGRSm1_normal.jpg,1608
662,J Dawkk,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/907029729089388544/u6jaGLvV_normal.jpg,1606
1025,AmericaTheBeautiful,"RT @charliekirk11: America no longer has the highest corporate tax rate in the world 

ISIS is getting slaughtered 

Economy is booming 

G…",https://pbs.twimg.com/profile_images/921570277057880064/FOUjZlpD_normal.jpg,1584
1797,Joe Stafford,@realDonaldTrump What war on Christmas? https://t.co/1PyliaYLDY,https://pbs.twimg.com/profile_images/937216653271605248/jUrrAF8D_normal.jpg,1581
423,Lisette Fahrun,RT @DeMarko_Gage: @BarackObama OBAMA IS THE BEST PRESIDENT IN AMERICAN HISTORY,https://pbs.twimg.com/profile_images/910181893940768768/ggGGw_D__normal.jpg,1579
1522,Lisette Fahrun,"@BarackObama PRESIDENT Obama, thank you for the best 8 years if your service and zero scandals,unlike the new guy i… https://t.co/U1lee7Kcfp",https://pbs.twimg.com/profile_images/910181893940768768/ggGGw_D__normal.jpg,1579
1500,ruthko,"RT @tonyposnanski: Morning tweet predictions...

Barack Obama- Merry Christmas

Hillary Clinton- Merry Christmas

Justin Trudeau- Merry Chr…",https://pbs.twimg.com/profile_images/930476745681264640/VgAX-LNb_normal.jpg,1577
17,darek johansen,"Still not sure why @FoxNews hired her, she is a disgusting, socialistic, obama shrill https://t.co/nCBEEIc8lj",https://pbs.twimg.com/profile_images/378800000449064191/4136605de4a0f511c73ca90e03cd84ed_normal.jpeg,1571
1919,B I S H O P👑,RT @GucciClout: now this is MY PRESIDENT. merry christmas Obama https://t.co/5ZJYe23P81,https://pbs.twimg.com/profile_images/938311796234047488/I8v5m14t_normal.jpg,1571
786,Si. 🧜🏾‍♀️,RT @GucciClout: now this is MY PRESIDENT. merry christmas Obama https://t.co/5ZJYe23P81,https://pbs.twimg.com/profile_images/943282295485751296/E7uheBcO_normal.jpg,1570
414,BenjaminCraft-Rendon,"RT @KiranOpal: This is true.

When Obama deported more people than any president before him, he was doing his job.

When Obama sold more we…",https://pbs.twimg.com/profile_images/847203529945079808/vwuUnvq7_normal.jpg,1550
111,Paula Sue Glashauser,"RT @tnewtondunn: Excl: Government urges Prince Harry not to invite Obama to his wedding for fear of infuriating Trump;
https://t.co/y7HhWzx…",https://pbs.twimg.com/profile_images/928708070871531520/kaVlAaM__normal.jpg,1547
1326,Michael Stapleton,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/378800000376252810/eb37db2cfdae775ad6d937a4e80eda4c_normal.jpeg,1547
1267,Melissa McGoldrick 🌊🌊,Merry Christmas @BarackObama @MichelleObama and family. We sure do miss you! https://t.co/nrCfQq55H7,https://pbs.twimg.com/profile_images/898678352046895104/N4xc7dKk_normal.jpg,1522
1344,Robert Crawford,RT @DineshDSouza: How Obama must be scowling as he sees his successor has made it acceptable—even cool—to dispense with Happy Holidays &amp; sa…,https://pbs.twimg.com/profile_images/885337469117284352/vOiRCFAN_normal.jpg,1522
1137,Don't Stop,RT @funder: Watch President Barack Obama surprise kids from the D.C. Boys &amp; Girls Club with Christmas gifts 🎁 #MerryChristmas https://t.co/…,https://pbs.twimg.com/profile_images/917208278144372736/MSVtAMpx_normal.jpg,1521
1978,arembooks,This tweet below is a verifiable lie. But truth has no place in a bigots mind. https://t.co/XDG9VMZVJM,https://pbs.twimg.com/profile_images/378800000214465280/fb7b283dcb4020d620243063f8857d13_normal.jpeg,1510
1136,arembooks,RT @e391615r: @RNRKentucky @BarackObama WOW You really are a dipshit - try watching all the Youtube videos of President Obama saying Merry…,https://pbs.twimg.com/profile_images/378800000214465280/fb7b283dcb4020d620243063f8857d13_normal.jpeg,1510
1679,Tactics Online,"Obama says U.S. must boost cyber defenses, stops short of blaming China for hacking - Washington Times https://t.co/yMaYA74Pnx",https://pbs.twimg.com/profile_images/893121104499232769/yJo3ZFW4_normal.jpg,1508
181,Benny Fresh,RT @bennyfressh: @latimes Over the previous 8 years the White House did not use the words ‘Merry Christmas’ on their annual Christmas cards…,https://pbs.twimg.com/profile_images/902335454858551296/Qp85-zJy_normal.jpg,1501
553,Monica Joelle Ortiz,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/892204554175086593/10btCIRO_normal.jpg,1498
67,h,RT @brincanageem: Les gens qui mettent en story un screen d un appel avec 2h de durée et ils rayent le nom comme s ils parlent avec Obama f…,https://pbs.twimg.com/profile_images/941854245996892160/MOKajOYy_normal.jpg,1496
1591,kwuesaydilla ♡,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/942526177494929408/TIxxZ6yI_normal.jpg,1495
390,cndfrukie,RT @IanMCohen: @TravisAllen02 @SoMeMediaInc @realDonaldTrump https://t.co/Y5cgeb2B9f,https://pbs.twimg.com/profile_images/902683850555449344/I-XpljE4_normal.jpg,1486
168,J✨🌻🌵🌹,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/943232427127865344/hLqXvo3s_normal.jpg,1480
1054,C E O,"RT @BleedingRedDan: Obama to Christians: ""You need to get off your high horse."" 

Trump to Christians: ""Merry Christmas! We will protect yo…",https://pbs.twimg.com/profile_images/891859771363545088/IIGLu4yb_normal.jpg,1476
1539,Christopher Saintau,"RT @ChrisSaintau: #Obama Protected:

* #AlNusrah in #Syria
* #Hezbollah in #Lebanon
* #Hamas in #Palestine
* #ISIS
* #MuslimBrotherhood 

T…",https://pbs.twimg.com/profile_images/805482941790814208/7T4NiaMJ_normal.jpg,1476
267,Dinah Steward,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/919776371848765440/t_Z1YGVg_normal.jpg,1476
1419,mars,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/934118108624834562/_FwLUBLw_normal.jpg,1469
1857,#HinduLivesMatter,"RT @charliekirk11: America no longer has the highest corporate tax rate in the world 

ISIS is getting slaughtered 

Economy is booming 

G…",https://pbs.twimg.com/profile_images/938334715538526209/OZY2VqQ3_normal.jpg,1468
1375,Brandi,RT @TranslateRealDT: People are aware that the only problems I've managed to fix as President are the imaginary ones I made up myself. Obam…,https://pbs.twimg.com/profile_images/935546055852281857/Bg25wzTG_normal.jpg,1463
201,California ❤️,"RT @laladytoclt: @PalmerReport @realDonaldTrump ROLL TAPE PLEASE👇👇
https://t.co/GP7glGaeEQ",https://pbs.twimg.com/profile_images/881357042924920832/8oe4V_ih_normal.jpg,1462
365,sherneice 🌹🕊,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/944424643716440065/BiKCL71v_normal.jpg,1461
1108,Courtney Clift,RT @adamentous: Obama asked the CIA to plan a half-dozen covert operations against Russia under a secret global cyber “finding.” When Trump…,https://pbs.twimg.com/profile_images/882349949907644416/GwWPHFT1_normal.jpg,1461
759,Queen B,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/875424748901208064/Fw0vqbzO_normal.jpg,1457
494,maddy,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/900956571441610754/KXsqVxFk_normal.jpg,1451
1687,Cilley Girl,RT @tonyposnanski: Once when Obama was president I said Merry Christmas in my kitchen and my microwave started making alarm sounds and the…,https://pbs.twimg.com/profile_images/854787534571700224/_-1UkSbE_normal.jpg,1440
109,Judy Whitney-Davis,RT @krassenstein: Fox News now is claiming that the Mueller Investigation is the result of Democrats trying to divert attention from Uraniu…,https://pbs.twimg.com/profile_images/569894593424936960/4l40iAc0_normal.jpeg,1439
1717,ßrÿ🍯,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/915044599336448000/e83H4lAL_normal.jpg,1435
1186,Sad State of Affairs,"RT @dumptrump33: Hey @realDonaldTrump 
You can take your fat pen and your EKG signature to everything Barack Obama did, but you'll never er…",https://pbs.twimg.com/profile_images/922910461812727808/5BYfqM5c_normal.jpg,1433
1966,Sad State of Affairs,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/922910461812727808/5BYfqM5c_normal.jpg,1433
1628,Sad State of Affairs,RT @RKJ65: Wow @realDonaldTrump you are a huge failure. https://t.co/BxDNBDtb7d,https://pbs.twimg.com/profile_images/922910461812727808/5BYfqM5c_normal.jpg,1433
1125,Sad State of Affairs,RT @tribelaw: This is so Obama! https://t.co/3xzAp9vdG7,https://pbs.twimg.com/profile_images/922910461812727808/5BYfqM5c_normal.jpg,1433
465,🎄 Boatdood 🇨🇦,"RT @CutCBC: Two wks ago Obama compared Trump to Hitler.
Hitler was an idealistic control freak.
He owned the media.
He hated capitalism, fr…",https://pbs.twimg.com/profile_images/944699101945327616/MTWT2UAa_normal.jpg,1428
2033,marilet,Lula ou Dilma? — Barack Obama https://t.co/fKRfrPo146,https://pbs.twimg.com/profile_images/945462295924215808/omnv5_9j_normal.jpg,1424
455,MELISSA,"RT @memeprovider: Rare pic of Britney Spears, Barack Obama, and Michael Jackson, 2000 https://t.co/ZBujaXUd2f",https://pbs.twimg.com/profile_images/940428511965274112/e7ILoENH_normal.jpg,1420
1962,Genny,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/887929150857592836/eFWJwPop_normal.jpg,1417
1007,4Beth,"RT @RonaldLampligh2: @BigVic_AFL @tamra_hatfield @funder Class, dignity, stature, compassion and the coolest president ever ! ""The Man"" ! B…",https://pbs.twimg.com/profile_images/943069264432549888/fxVuDGqK_normal.jpg,1417
1977,Genny,RT @scarydragonlady: my family looks so cute in this pic &lt;3 https://t.co/A85VK4Kbty,https://pbs.twimg.com/profile_images/887929150857592836/eFWJwPop_normal.jpg,1417
170,RINO with Horns,"@DineshDSouza How you must be grinning that you again were able to make idiots believe your lies.
https://t.co/wSrtFUbFHm",https://pbs.twimg.com/profile_images/703480226001641473/_9AJumNn_normal.jpg,1415
120,Patricia Carlisle,RT @lidia_lidiadim: Judicial Watch Sues for Records about Obama White House Unmasking of Trump Associates https://t.co/L9IifVAx6Q via @Judi…,https://pbs.twimg.com/profile_images/796793590391382017/o5BJnZsj_normal.jpg,1414
218,Patricia Carlisle,RT @JudicialWatch: Judicial Watch filed a FOIA lawsuit w/ DOJ &amp; NSA for info on the Obama White House's role in the unprecedented targeting…,https://pbs.twimg.com/profile_images/796793590391382017/o5BJnZsj_normal.jpg,1414
1610,Robinson Sinurat,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/814476340250497024/r0XBCpl9_normal.jpg,1412
1034,sadderthinker,"RT @GSarafan: The same people who think Obama is a Muslim, think Trump is a Christian.",https://pbs.twimg.com/profile_images/433462305758515201/zeasxpwQ_normal.jpeg,1411
259,Married to Media 💻,RT @BanditRandom: Obama said #MerryChristmas very openly for 8 years. Trump is at *war* with Americans who are inclusive regardless of race…,https://pbs.twimg.com/profile_images/831377842701271042/qZSg4Vai_normal.jpg,1404
2013,Leslee,RT @sddphoto: You were you born mean stubborn ass or did someone teach you? https://t.co/9LIwe2PItz,https://pbs.twimg.com/profile_images/572483292517285889/dqon3Z3h_normal.jpeg,1401
499,Liberty and Justice,RT @Davewellwisher: RT ComfortablySmug: Everyone is happy tonight except Obama because he can't stop us from saying Merry Christmas anymore,https://pbs.twimg.com/profile_images/792922146699739136/j7WhPp4M_normal.jpg,1387
651,Gargoyle 🌊,"Don't forget, these are the same folks who warned of FEMA camps hidden in shuttered WalMarts, President Obama being… https://t.co/fHmFAJkPHP",https://pbs.twimg.com/profile_images/1274760900/New_Eagle_normal.jpg,1383
2040,Steven L. Tietz,"RT @Newsweek: Trump was saying ""happy holidays"" back when Obama was wishing us ""merry Christmas"" https://t.co/1SrBlLw2iU https://t.co/yI0bh…",https://pbs.twimg.com/profile_images/1411225850/CNI_CNI_STAFF_TIETZ_2011_23389791_normal.JPG,1380
1154,Brynanana,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/929883615688880135/Usa19kS0_normal.jpg,1379
2020,KDawg,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/937519612861829120/rGwhvJfa_normal.jpg,1379
382,Gl🎃zie,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/876093723876241408/Ncxuwcp8_normal.jpg,1378
1720,Hava Batia,@requim4adream_ @BillyBaldwin https://t.co/6bxVZ9ZO9H,https://pbs.twimg.com/profile_images/875047846889783296/YXhw45CD_normal.jpg,1371
1352,BriceRosen,"RT @MommaDeplorable: Even more details!
17_2_u

[2/4] Stopping the EPA's Slush Fund
https://t.co/xCzqwYvBrG   
https://t.co/De21hHMrrA

2.…",https://pbs.twimg.com/profile_images/937075400953315328/hgmNcouV_normal.jpg,1365
1418,Candace😊,"RT @MADBLACKTHOT: Y’all. The amount of retweets, favorites and replies 💀 https://t.co/6gjONTXo0C",https://pbs.twimg.com/profile_images/938663628852445184/ib0qZYux_normal.jpg,1361
908,Sathaporn 🇹🇭,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/939010953516957696/w2tcN4UN_normal.jpg,1356
1791,BernieBolton,"RT @BarackObama: On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",https://pbs.twimg.com/profile_images/740423578047393792/HuW2LEJO_normal.jpg,1352
1735,kim waters,RT @RealMAGASteve: If Obama used the intel community to disseminate/legitimize opposition research to obtain warrants to spy on Trumps camp…,https://pbs.twimg.com/profile_images/478236879519633408/tziicX4D_normal.jpeg,1344
1840,natashita,"RT @memeprovider: Rare pic of Britney Spears, Barack Obama, and Michael Jackson, 2000 https://t.co/ZBujaXUd2f",https://pbs.twimg.com/profile_images/905045152170901507/nN8Ai-J-_normal.jpg,1339
1637,Carolyn Furman,RT @c5hardtop1999: The next big State economy! The left destroyed California. I know patriot's that can't sell their houses that made it bi…,https://pbs.twimg.com/profile_images/760932677377662976/uD7UH_UK_normal.jpg,1335
153,MJJM1209,RT @TuckerCarlson: If you consider Russia our chief rival why would you allow them to get control of our Uranium? The Obama admin could hav…,https://pbs.twimg.com/profile_images/3579513384/6d000cb1abf0b907d3366136e3eea801_normal.jpeg,1334
107,MJJM1209,RT @MsAvaArmstrong: 8 years of Obama nearly stripped this country of its identity. That scares the crap out of me.,https://pbs.twimg.com/profile_images/3579513384/6d000cb1abf0b907d3366136e3eea801_normal.jpeg,1334
1574,Julia David,"RT @TalbertSwan: Why has #Trump @realDonaldTrump spent his entire first year LYING on #Obama @BarackObama? 

#Birtherism, #Wiretapping, #Fa…",https://pbs.twimg.com/profile_images/1584124925/DSCF0010_008-1_normal.jpg,1330
894,sh🎄y,"RT @tonyposnanski: In the final holiday installment of PETTY AF news...

Barack Obama’s “Merry Christmas” tweet that he posted six hours ag…",https://pbs.twimg.com/profile_images/939106259789369346/x5XDTgfB_normal.jpg,1327
378,Dominique,"RT @HistoricaIMemes: Rare pic of Britney Spears, Barack Obama, and Michael Jackson, 2000 https://t.co/gxxlBRQmvn",https://pbs.twimg.com/profile_images/942569914983944192/25qKYwlh_normal.jpg,1326
322,Daniel Rodriguez,"RT @johnpavlovitz: .@realDonaldTrump,

He is better than you.

By every measurement human beings use.

https://t.co/248he97QRj https://t.co…",https://pbs.twimg.com/profile_images/942590146251186176/7XLbl32E_normal.jpg,1311
135,Daniel Rodriguez,"RT @gregstevens: Dear Prince Harry:

1. Make Obama your best man

2. Refer to him as “Mr President” at least half a dozen times. On camera.…",https://pbs.twimg.com/profile_images/942590146251186176/7XLbl32E_normal.jpg,1311
32,JG,RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7,https://pbs.twimg.com/profile_images/742447686746415105/inAFjv7J_normal.jpg,1311
832,morgan,Babe https://t.co/u66zkUGvxN,https://pbs.twimg.com/profile_images/941675442234449921/Gpp_usnc_normal.jpg,1302
1311,Able Archer,Where's the Trump &amp; Obama Chia Heads? Ha! https://t.co/OAu8E0nuy3,https://pbs.twimg.com/profile_images/920483698008608768/rV36-DmW_normal.jpg,1300
1153,Queen,RT @funder: WATCH: President Obama say #MerryChristmas 17 times over the years. RT if you wish he were still President. 🎅🎄 https://t.co/ATn…,https://pbs.twimg.com/profile_images/928426507911008256/yXNn1Pv8_normal.jpg,1299
1074,AndreaDoremusCuetara,What the heck is going on w/ this #MagnitskyAct thing? The alt-right/conspiracy theory guys are having a glory fest… https://t.co/6mSobIHQi2,https://pbs.twimg.com/profile_images/933348993748295680/l7eRP2uM_normal.jpg,1296
1558,kelly Borgman,RT @mitchellvii: Obama made a habit of saying incredibly stupid things beautifully.,https://pbs.twimg.com/profile_images/883176887153037312/ww28JKoO_normal.jpg,1295
647,John Panzer,"When you find yourself walking on eggshells around a narcissist, it's time to... just... stop.  Walk straight and i… https://t.co/NwvvwmZUvz",https://pbs.twimg.com/profile_images/461477381/me_normal.jpg,1293
1730,Mary C. Dark,RT @JimKuther: Trump Signs Executive Order To Seize Assets Of Clinton &amp; Obama. https://t.co/DRneea8VS1 via @YouTube,https://pbs.twimg.com/profile_images/901810482016796672/QuA2EAAw_normal.jpg,1293
1280,Larry Holt,RT @GailQuebedeaux: So everything is racist now? Obama set this country back about a half a century.,https://pbs.twimg.com/profile_images/689202090644619264/OeC--mAp_normal.png,1292
224,Larry Holt,"RT @FiveRights: Obama is a small, vindictive man who had the chance to use the presidency to harass a man he hates, so of course he did it.…",https://pbs.twimg.com/profile_images/689202090644619264/OeC--mAp_normal.png,1292
472,Justin Case,RT @funder: Right about now Trump’s vacation cost for the year will surpass $100 million. That’s more than Obama spent in 8 years. When he…,https://pbs.twimg.com/profile_images/789698912005132288/6y4WRQpK_normal.jpg,1290
1894,#MAGATS #Cult45,"RT @ReaganBattalion: Right... because we must be rinos or liberals if we call out lies, like this one that Obama is a closet Muslim. 

Dott…",https://pbs.twimg.com/profile_images/816184111635120128/Urayv7ui_normal.jpg,1289
385,MariBol MAGA!,@rickpearcey I thought people from other countries were better than Americans. Obama told us so!,https://pbs.twimg.com/profile_images/841774110933975041/YQDVJBix_normal.jpg,1285
438,Unified Republicans,RT @MsAvaArmstrong: 8 years of Obama nearly stripped this country of its identity. That scares the crap out of me.,https://pbs.twimg.com/profile_images/941122260991016960/_jl2EHEZ_normal.jpg,1283
1050,davis 🦋,RT @lowkeylean: all I'm saying is that it used to be 7 for $27 when we had Obama https://t.co/GgCSOSTbGp,https://pbs.twimg.com/profile_images/937082680340090880/qmDymNo8_normal.jpg,1281
1468,Washington Square 📎,"RT @gregstevens: Dear Prince Harry:

1. Make Obama your best man

2. Refer to him as “Mr President” at least half a dozen times. On camera.…",https://pbs.twimg.com/profile_images/897611347705208832/eQ0vZ-TM_normal.jpg,1276
769,Washington Square 📎,"RT @TheLoveBel0w: Make no mistake, the lie being spread about Obama and Christmas seems silly, but it's actually a new form of birtherism.…",https://pbs.twimg.com/profile_images/897611347705208832/eQ0vZ-TM_normal.jpg,1276
